cnpj;empresa;orgao;exercicio;maxima;media;minima;n_membros;n_membros_remunerados;total_orgao;fre_total_orgao;media_implicita;alertas;previsao;fre;data_referencia;versao;id_documento;setor;apelido;escala_corrigida
21.314.559/0001-66;MOVIDA PARTICIPACOES SA;Diretoria Estatutária;2021;4930071.0;2679916.65;1443324.0;4.42;4.42;11845231.61;2024;2679916.6538461535;;False;2024;2024-12-31;15;147353;Locadoras;Movida;
21.314.559/0001-66;MOVIDA PARTICIPACOES SA;Diretoria Estatutária;2022;9423862.0;3317901.0;1006089.0;5.75;5.75;19077930.19;2025;3317900.902608696;;False;2025;2025-12-31;14;158131;Locadoras;Movida;
21.314.559/0001-66;MOVIDA PARTICIPACOES SA;Diretoria Estatutária;2023;5423139.0;2492499.0;1573018.0;4.25;4.25;10593118.69;2026;2492498.5152941174;;False;2026;2026-12-31;5;161116;Locadoras;Movida;
21.314.559/0001-66;MOVIDA PARTICIPACOES SA;Diretoria Estatutária;2024;4933184.0;2438222.0;1476914.0;3.42;3.42;8338719.89;2026;2438222.1900584796;;False;2026;2026-12-31;5;161116;Locadoras;Movida;
21.314.559/0001-66;MOVIDA PARTICIPACOES SA;Diretoria Estatutária;2025;8335999.0;3669737.0;2444295.0;4.17;4.17;15290570.41;2026;3666803.4556354918;;False;2026;2026-12-31;5;161116;Locadoras;Movida;
21.314.559/0001-66;MOVIDA PARTICIPACOES SA;Conselho de Administração;2014;0.0;0.0;0.0;0.0;0.0;0.0;2015;;;False;2015;2015-01-01;1;53147;Locadoras;Movida;
21.314.559/0001-66;MOVIDA PARTICIPACOES SA;Conselho de Administração;2015;0.0;0.0;0.0;0.0;0.0;0.0;2018;;;False;2018;2018-01-01;11;82651;Locadoras;Movida;
21.314.559/0001-66;MOVIDA PARTICIPACOES SA;Conselho de Administração;2016;0.0;0.0;0.0;0.0;0.0;0.0;2019;;;False;2019;2019-01-01;14;93429;Locadoras;Movida;
21.314.559/0001-66;MOVIDA PARTICIPACOES SA;Conselho de Administração;2017;520000.0;410046.0;325000.0;5.0;5.0;1783512.0;2020;356702.4;media != total/n_remunerados;False;2020;2020-01-01;12;105018;Locadoras;Movida;
21.314.559/0001-66;MOVIDA PARTICIPACOES SA;Conselho de Administração;2018;480000.0;378504.0;300000.0;5.0;5.0;2767575.46;2021;553515.092;media != total/n_remunerados;False;2021;2021-01-01;10;111240;Locadoras;Movida;
21.314.559/0001-66;MOVIDA PARTICIPACOES SA;Conselho de Administração;2019;669777.0;526078.0;300000.0;5.25;5.25;2957175.46;2022;563271.5161904761;media != total/n_remunerados;False;2022;2022-01-01;22;125974;Locadoras;Movida;
21.314.559/0001-66;MOVIDA PARTICIPACOES SA;Conselho de Administração;2020;739777.0;494863.0;300000.0;5.0;5.0;2969175.46;2023;593835.092;media != total/n_remunerados;False;2023;2023-12-31;20;137252;Locadoras;Movida;
21.314.559/0001-66;MOVIDA PARTICIPACOES SA;Conselho de Administração;2021;654536.0;494862.58;300000.0;5.0;5.0;2474312.88;2024;494862.576;;False;2024;2024-12-31;15;147353;Locadoras;Movida;
21.314.559/0001-66;MOVIDA PARTICIPACOES SA;Conselho de Administração;2022;654536.0;494862.58;300000.0;5.0;5.0;2474312.88;2025;494862.576;;False;2025;2025-12-31;14;158131;Locadoras;Movida;
21.314.559/0001-66;MOVIDA PARTICIPACOES SA;Conselho de Administração;2023;654536.0;467235.0;300000.0;5.0;5.0;2336175.07;2026;467235.01399999997;;False;2026;2026-12-31;5;161116;Locadoras;Movida;
21.314.559/0001-66;MOVIDA PARTICIPACOES SA;Conselho de Administração;2024;654536.0;461759.0;300000.0;5.0;5.0;2308795.8;2026;461759.16;;False;2026;2026-12-31;5;161116;Locadoras;Movida;
21.314.559/0001-66;MOVIDA PARTICIPACOES SA;Conselho de Administração;2025;654536.0;461759.0;300000.0;5.0;5.0;2308795.8;2026;461759.16;;False;2026;2026-12-31;5;161116;Locadoras;Movida;
21.314.559/0001-66;MOVIDA PARTICIPACOES SA;Conselho Fiscal;2014;0.0;0.0;0.0;0.0;0.0;0.0;2015;;;False;2015;2015-01-01;1;53147;Locadoras;Movida;
21.314.559/0001-66;MOVIDA PARTICIPACOES SA;Conselho Fiscal;2015;0.0;0.0;0.0;0.0;0.0;0.0;2018;;;False;2018;2018-01-01;11;82651;Locadoras;Movida;
21.314.559/0001-66;MOVIDA PARTICIPACOES SA;Conselho Fiscal;2016;0.0;0.0;0.0;0.0;0.0;0.0;2019;;;False;2019;2019-01-01;14;93429;Locadoras;Movida;
21.314.559/0001-66;MOVIDA PARTICIPACOES SA;Conselho Fiscal;2017;124667300.0;98329.33;64950.0;4.0;4.0;802872.0;2020;200718.0;media != total/n_remunerados;False;2020;2020-01-01;12;105018;Locadoras;Movida;
21.314.559/0001-66;MOVIDA PARTICIPACOES SA;Conselho Fiscal;2018;86169.45;86169.45;86169.45;3.0;3.0;310210.02;2021;103403.34000000001;media != total/n_remunerados;False;2021;2021-01-01;10;111240;Locadoras;Movida;
21.314.559/0001-66;MOVIDA PARTICIPACOES SA;Conselho Fiscal;2019;88073.33;88073.33;88073.33;3.08;3.08;317358.4;2022;103038.44155844157;media != total/n_remunerados;False;2022;2022-01-01;22;125974;Locadoras;Movida;
21.314.559/0001-66;MOVIDA PARTICIPACOES SA;Conselho Fiscal;2020;65946.02;65946.02;65946.02;1.0;1.0;150750.0;2023;150750.0;media != total/n_remunerados;False;2023;2023-12-31;20;137252;Locadoras;Movida;
21.314.559/0001-66;MOVIDA PARTICIPACOES SA;Conselho Fiscal;2021;65946.02;98919.03;65946.02;2.0;2.0;197838.06;2024;98919.03;media fora do intervalo min-max;False;2024;2024-12-31;15;147353;Locadoras;Movida;
21.314.559/0001-66;MOVIDA PARTICIPACOES SA;Conselho Fiscal;2022;102849.0;100267.84;102849.0;3.08;3.08;308824.96;2025;100267.84415584416;media fora do intervalo min-max;False;2025;2025-12-31;14;158131;Locadoras;Movida;
21.314.559/0001-66;MOVIDA PARTICIPACOES SA;Conselho Fiscal;2023;108710.0;107976.0;108710.0;2.92;2.92;315289.28;2026;107975.78082191783;media fora do intervalo min-max;False;2026;2026-12-31;5;161116;Locadoras;Movida;
21.314.559/0001-66;MOVIDA PARTICIPACOES SA;Conselho Fiscal;2024;37246.0;37246.0;37246.0;1.0;1.0;111737.52;2026;111737.52;media != total/n_remunerados;False;2026;2026-12-31;5;161116;Locadoras;Movida;
21.314.559/0001-66;MOVIDA PARTICIPACOES SA;Conselho Fiscal;2025;0.0;0.0;0.0;0.0;0.0;0.0;2026;;;False;2026;2026-12-31;5;161116;Locadoras;Movida;
08.343.492/0001-20;MRV ENGENHARIA E PARTICIPACOES S.A.;Diretoria Estatutária;2008;1554000.0;833000.0;440000.0;7.0;0.0;5834000.0;2010;;;False;2011;2011-01-01;15;14668;RealEstate;MRV;
08.343.492/0001-20;MRV ENGENHARIA E PARTICIPACOES S.A.;Diretoria Estatutária;2009;1610000.0;855571.43;605000.0;7.0;0.0;5989000.0;2012;;;False;2012;2012-01-01;20;28014;RealEstate;MRV;
08.343.492/0001-20;MRV ENGENHARIA E PARTICIPACOES S.A.;Diretoria Estatutária;2010;1890000.0;821508.14;722000.0;11.67;0.0;9587000.0;2013;;;False;2013;2013-01-01;24;38219;RealEstate;MRV;
08.343.492/0001-20;MRV ENGENHARIA E PARTICIPACOES S.A.;Diretoria Estatutária;2011;2539200.0;990267.0;580800.0;12.0;0.0;11883200.0;2014;;;False;2014;2014-01-01;36;47714;RealEstate;MRV;
08.343.492/0001-20;MRV ENGENHARIA E PARTICIPACOES S.A.;Diretoria Estatutária;2012;1442400.0;735271.0;318000.0;11.25;0.0;8271800.0;2015;;;False;2015;2015-01-01;8;55430;RealEstate;MRV;
08.343.492/0001-20;MRV ENGENHARIA E PARTICIPACOES S.A.;Diretoria Estatutária;2013;2989200.0;1239600.0;772938.0;11.0;11.0;13635598.0;2016;1239599.8181818181;;False;2016;2016-01-01;12;65873;RealEstate;MRV;
08.343.492/0001-20;MRV ENGENHARIA E PARTICIPACOES S.A.;Diretoria Estatutária;2014;1882140.0;1308360.0;653554.0;10.2;10.2;13345272.0;2017;1308360.0;;False;2017;2017-01-01;9;75066;RealEstate;MRV;
08.343.492/0001-20;MRV ENGENHARIA E PARTICIPACOES S.A.;Diretoria Estatutária;2015;2127216.0;1455813.0;734016.0;9.0;9.0;13102318.0;2018;1455813.111111111;;False;2018;2018-01-01;14;82419;RealEstate;MRV;
08.343.492/0001-20;MRV ENGENHARIA E PARTICIPACOES S.A.;Diretoria Estatutária;2016;2389898.0;1569252.0;1029116.0;9.0;9.0;14123268.0;2019;1569252.0;;False;2019;2019-01-01;25;93462;RealEstate;MRV;
08.343.492/0001-20;MRV ENGENHARIA E PARTICIPACOES S.A.;Diretoria Estatutária;2017;2985812.0;1932310.0;1341927.0;9.0;9.0;17390792.0;2020;1932310.2222222222;;False;2020;2020-01-01;9;103102;RealEstate;MRV;
08.343.492/0001-20;MRV ENGENHARIA E PARTICIPACOES S.A.;Diretoria Estatutária;2018;3128907.0;2098700.0;1362788.0;9.0;9.0;18888299.0;2021;2098699.888888889;;False;2021;2021-01-01;12;115303;RealEstate;MRV;
08.343.492/0001-20;MRV ENGENHARIA E PARTICIPACOES S.A.;Diretoria Estatutária;2019;3924928.0;2402660.0;1257963.0;9.66;9.66;23225713.0;2022;2404318.115942029;;False;2022;2022-01-01;15;127243;RealEstate;MRV;
08.343.492/0001-20;MRV ENGENHARIA E PARTICIPACOES S.A.;Diretoria Estatutária;2020;4464174.0;2390124.0;1228060.0;8.0;8.0;19320171.37;2023;2415021.42125;media != total/n_remunerados;False;2023;2023-12-31;19;137479;RealEstate;MRV;
08.343.492/0001-20;MRV ENGENHARIA E PARTICIPACOES S.A.;Diretoria Estatutária;2021;5637088.0;3038438.0;1280210.0;7.0;7.0;21269063.0;2024;3038437.5714285714;;False;2024;2024-12-31;14;146569;RealEstate;MRV;
08.343.492/0001-20;MRV ENGENHARIA E PARTICIPACOES S.A.;Diretoria Estatutária;2022;5241194.0;2679811.0;1124493.0;7.0;7.0;18758675.0;2025;2679810.714285714;;False;2025;2025-12-31;14;157404;RealEstate;MRV;
08.343.492/0001-20;MRV ENGENHARIA E PARTICIPACOES S.A.;Diretoria Estatutária;2023;5831559.0;4072715.0;1299987.0;7.92;7.92;32242324.0;2026;4071000.505050505;;False;2026;2026-12-31;5;160170;RealEstate;MRV;
08.343.492/0001-20;MRV ENGENHARIA E PARTICIPACOES S.A.;Diretoria Estatutária;2024;8767989.0;4256366.0;2065185.0;9.0;9.0;38307294.0;2026;4256366.0;;False;2026;2026-12-31;5;160170;RealEstate;MRV;
08.343.492/0001-20;MRV ENGENHARIA E PARTICIPACOES S.A.;Diretoria Estatutária;2025;10390027.0;4214867.0;2378089.0;9.0;9.0;37933801.0;2026;4214866.777777778;;False;2026;2026-12-31;5;160170;RealEstate;MRV;
08.343.492/0001-20;MRV ENGENHARIA E PARTICIPACOES S.A.;Conselho de Administração;2008;253000.0;68000.0;0.0;7.0;0.0;478000.0;2010;;;False;2011;2011-01-01;15;14668;RealEstate;MRV;
08.343.492/0001-20;MRV ENGENHARIA E PARTICIPACOES S.A.;Conselho de Administração;2009;276000.0;79285.71;65000.0;7.0;0.0;555000.0;2012;;;False;2012;2012-01-01;20;28014;RealEstate;MRV;
08.343.492/0001-20;MRV ENGENHARIA E PARTICIPACOES S.A.;Conselho de Administração;2010;189000.0;115142.86;92000.0;7.0;0.0;806000.0;2013;;;False;2013;2013-01-01;24;38219;RealEstate;MRV;
08.343.492/0001-20;MRV ENGENHARIA E PARTICIPACOES S.A.;Conselho de Administração;2011;201600.0;144000.0;115200.0;7.0;0.0;1008000.0;2014;;;False;2014;2014-01-01;36;47714;RealEstate;MRV;
08.343.492/0001-20;MRV ENGENHARIA E PARTICIPACOES S.A.;Conselho de Administração;2012;217200.0;154971.0;124800.0;7.0;0.0;1084800.0;2015;;;False;2015;2015-01-01;8;55430;RealEstate;MRV;
08.343.492/0001-20;MRV ENGENHARIA E PARTICIPACOES S.A.;Conselho de Administração;2013;191000.0;164576.0;110000.0;7.0;7.0;1152032.0;2016;164576.0;;False;2016;2016-01-01;12;65873;RealEstate;MRV;
08.343.492/0001-20;MRV ENGENHARIA E PARTICIPACOES S.A.;Conselho de Administração;2014;3404006.0;584783.0;110015.0;6.7;6.7;3918046.0;2017;584782.9850746269;;False;2017;2017-01-01;9;75066;RealEstate;MRV;
08.343.492/0001-20;MRV ENGENHARIA E PARTICIPACOES S.A.;Conselho de Administração;2015;4544226.0;839301.0;186600.0;7.0;7.0;5875104.0;2018;839300.5714285715;;False;2018;2018-01-01;14;82419;RealEstate;MRV;
08.343.492/0001-20;MRV ENGENHARIA E PARTICIPACOES S.A.;Conselho de Administração;2016;5404896.0;1025375.0;105000.0;7.0;7.0;7177626.0;2019;1025375.1428571428;;False;2019;2019-01-01;25;93462;RealEstate;MRV;
08.343.492/0001-20;MRV ENGENHARIA E PARTICIPACOES S.A.;Conselho de Administração;2017;6707867.0;1197410.0;213000.0;7.0;7.0;8381867.0;2020;1197409.5714285714;;False;2020;2020-01-01;9;103102;RealEstate;MRV;
08.343.492/0001-20;MRV ENGENHARIA E PARTICIPACOES S.A.;Conselho de Administração;2018;6465781.0;1146061.0;225000.0;8.0;8.0;9168485.0;2021;1146060.625;;False;2021;2021-01-01;12;115303;RealEstate;MRV;
08.343.492/0001-20;MRV ENGENHARIA E PARTICIPACOES S.A.;Conselho de Administração;2019;8758969.0;1754005.0;240000.0;7.58;7.58;13301147.0;2022;1754768.7335092349;;False;2022;2022-01-01;15;127243;RealEstate;MRV;
08.343.492/0001-20;MRV ENGENHARIA E PARTICIPACOES S.A.;Conselho de Administração;2020;11303919.0;1889143.0;240000.0;8.0;8.0;15113142.91;2023;1889142.86375;;False;2023;2023-12-31;19;137479;RealEstate;MRV;
08.343.492/0001-20;MRV ENGENHARIA E PARTICIPACOES S.A.;Conselho de Administração;2021;9031747.0;1654824.0;266726.0;7.58;7.58;12549085.0;2024;1655552.1108179418;;False;2024;2024-12-31;14;146569;RealEstate;MRV;
08.343.492/0001-20;MRV ENGENHARIA E PARTICIPACOES S.A.;Conselho de Administração;2022;9799878.0;2015421.0;108033.0;6.92;6.92;13939995.0;2025;2014450.1445086705;;False;2025;2025-12-31;14;157404;RealEstate;MRV;
08.343.492/0001-20;MRV ENGENHARIA E PARTICIPACOES S.A.;Conselho de Administração;2023;10325122.0;2144385.0;120078.0;7.0;7.0;15010697.0;2026;2144385.285714286;;False;2026;2026-12-31;5;160170;RealEstate;MRV;
08.343.492/0001-20;MRV ENGENHARIA E PARTICIPACOES S.A.;Conselho de Administração;2024;10091484.0;2017125.0;100089.0;7.5;7.5;15128438.0;2026;2017125.0666666667;;False;2026;2026-12-31;5;160170;RealEstate;MRV;
08.343.492/0001-20;MRV ENGENHARIA E PARTICIPACOES S.A.;Conselho de Administração;2025;9911534.0;1904796.0;120090.0;8.0;8.0;15238365.0;2026;1904795.625;;False;2026;2026-12-31;5;160170;RealEstate;MRV;
08.343.492/0001-20;MRV ENGENHARIA E PARTICIPACOES S.A.;Conselho Fiscal;2019;100861.0;100861.0;100861.0;3.0;3.0;374598.0;2022;124866.0;media != total/n_remunerados;False;2022;2022-01-01;15;127243;RealEstate;MRV;
08.343.492/0001-20;MRV ENGENHARIA E PARTICIPACOES S.A.;Conselho Fiscal;2020;84000.0;84000.0;84000.0;3.0;3.0;252000.0;2023;84000.0;;False;2023;2023-12-31;19;137479;RealEstate;MRV;
08.343.492/0001-20;MRV ENGENHARIA E PARTICIPACOES S.A.;Conselho Fiscal;2021;84000.0;84000.0;84000.0;3.0;3.0;252000.0;2024;84000.0;;False;2024;2024-12-31;14;146569;RealEstate;MRV;
08.343.492/0001-20;MRV ENGENHARIA E PARTICIPACOES S.A.;Conselho Fiscal;2022;84078.0;82078.0;78078.0;3.0;3.0;246233.0;2025;82077.66666666667;;False;2025;2025-12-31;14;157404;RealEstate;MRV;
08.343.492/0001-20;MRV ENGENHARIA E PARTICIPACOES S.A.;Conselho Fiscal;2023;84708.0;84078.0;84078.0;2.58;2.58;252000.0;2026;97674.41860465116;media != total/n_remunerados;False;2026;2026-12-31;5;160170;RealEstate;MRV;
08.343.492/0001-20;MRV ENGENHARIA E PARTICIPACOES S.A.;Conselho Fiscal;2024;84089.0;84089.0;84089.0;3.0;3.0;252000.0;2026;84000.0;;False;2026;2026-12-31;5;160170;RealEstate;MRV;
08.343.492/0001-20;MRV ENGENHARIA E PARTICIPACOES S.A.;Conselho Fiscal;2025;98690.0;98690.0;98690.0;3.0;3.0;296733.0;2026;98911.0;;False;2026;2026-12-31;5;160170;RealEstate;MRV;
07.816.890/0001-53;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Diretoria Estatutária;2009;2499000.0;2128000.0;1719000.0;5.0;0.0;10641000.0;2012;;;False;2012;2012-01-01;5;22192;Malls;Multiplan;
07.816.890/0001-53;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Diretoria Estatutária;2010;4507327.97;3075292.47;2194605.18;5.0;0.0;15376462.34;2013;;;False;2013;2013-01-01;15;36570;Malls;Multiplan;
07.816.890/0001-53;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Diretoria Estatutária;2011;5008778.11;3659317.37;2556890.93;5.0;0.0;18296586.84;2014;;;False;2014;2014-01-01;4;46523;Malls;Multiplan;
07.816.890/0001-53;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Diretoria Estatutária;2012;6231745.39;3970547.11;2726552.5;5.0;0.0;19852735.55;2015;;;False;2015;2015-01-01;2;55717;Malls;Multiplan;
07.816.890/0001-53;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Diretoria Estatutária;2013;6571791.41;4702142.46;3295796.76;5.0;5.0;23510712.28;2016;4702142.456;;False;2016;2016-01-01;8;63080;Malls;Multiplan;
07.816.890/0001-53;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Diretoria Estatutária;2014;7855105.37;5174184.59;3446088.53;5.0;5.0;25870922.95;2017;5174184.59;;False;2017;2017-01-01;8;73606;Malls;Multiplan;
07.816.890/0001-53;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Diretoria Estatutária;2015;9568995.56;5751072.98;3654081.99;5.0;5.0;28755364.9;2018;5751072.9799999995;;False;2018;2018-01-01;7;83923;Malls;Multiplan;
07.816.890/0001-53;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Diretoria Estatutária;2016;10940573.59;6157391.74;3803601.66;5.0;5.0;30786958.68;2019;6157391.736;;False;2019;2019-01-01;6;94757;Malls;Multiplan;
07.816.890/0001-53;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Diretoria Estatutária;2017;19754789.06;9826038.63;5123041.15;5.0;5.0;49130193.16;2020;9826038.632;;False;2020;2020-01-01;3;103091;Malls;Multiplan;
07.816.890/0001-53;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Diretoria Estatutária;2018;10631456.95;4888209.44;3697053.29;5.0;5.0;24441047.21;2021;4888209.442;;False;2021;2021-01-01;8;114661;Malls;Multiplan;
07.816.890/0001-53;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Diretoria Estatutária;2019;20150773.26;8882395.77;5239530.03;5.67;5.67;50363184.0;2022;8882395.767195767;;False;2022;2022-01-01;6;126119;Malls;Multiplan;
07.816.890/0001-53;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Diretoria Estatutária;2020;7290812.51;5400614.55;1750229.99;6.0;6.0;32403687.28;2023;5400614.546666667;;False;2023;2023-12-31;7;137757;Malls;Multiplan;
07.816.890/0001-53;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Diretoria Estatutária;2021;13668021.27;6559573.67;3034921.18;6.0;6.0;39357442.01;2024;6559573.668333333;;False;2024;2024-12-31;12;148264;Malls;Multiplan;
07.816.890/0001-53;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Diretoria Estatutária;2022;14429865.07;7192144.06;3570392.34;6.0;6.0;43152864.34;2025;7192144.056666668;;False;2025;2025-12-31;9;158030;Malls;Multiplan;
07.816.890/0001-53;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Diretoria Estatutária;2023;12457507.33;8447518.94;2634426.57;5.92;5.92;50009312.14;2026;8447518.942567568;;False;2026;2026-12-31;2;159620;Malls;Multiplan;
07.816.890/0001-53;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Diretoria Estatutária;2024;22122332.91;10961877.85;5526870.46;6.0;6.0;65771267.1;2026;10961877.85;;False;2026;2026-12-31;2;159620;Malls;Multiplan;
07.816.890/0001-53;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Diretoria Estatutária;2025;24631723.03;12118541.35;6124942.35;6.0;6.0;72711248.07;2026;12118541.344999999;;False;2026;2026-12-31;2;159620;Malls;Multiplan;
07.816.890/0001-53;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Conselho de Administração;2009;1388000.0;619000.0;120000.0;3.0;0.0;1856000.0;2012;;;False;2012;2012-01-01;5;22192;Malls;Multiplan;
07.816.890/0001-53;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Conselho de Administração;2010;1456829.04;826308.35;108000.0;7.0;0.0;2478925.06;2013;;;False;2013;2013-01-01;15;36570;Malls;Multiplan;
07.816.890/0001-53;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Conselho de Administração;2011;1970818.38;914546.64;180000.0;7.0;0.0;2743639.92;2014;;;False;2014;2014-01-01;4;46523;Malls;Multiplan;
07.816.890/0001-53;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Conselho de Administração;2012;2080195.26;927989.1;108000.0;6.75;0.0;3173722.73;2015;;;False;2015;2015-01-01;2;55717;Malls;Multiplan;
07.816.890/0001-53;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Conselho de Administração;2013;2208271.87;903323.08;360000.0;7.0;4.0;3613292.31;2016;903323.0775;;False;2016;2016-01-01;8;63080;Malls;Multiplan;
07.816.890/0001-53;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Conselho de Administração;2014;800233.94;508955.7;360000.0;7.0;4.0;2035822.81;2017;508955.7025;;False;2017;2017-01-01;8;73606;Malls;Multiplan;
07.816.890/0001-53;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Conselho de Administração;2015;600000.0;450021.05;360000.0;7.0;3.0;1350063.15;2018;450021.05;;False;2018;2018-01-01;7;83923;Malls;Multiplan;
07.816.890/0001-53;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Conselho de Administração;2016;720000.0;480000.0;360000.0;7.0;3.0;1440000.0;2019;480000.0;;False;2019;2019-01-01;6;94757;Malls;Multiplan;
07.816.890/0001-53;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Conselho de Administração;2017;720000.0;480000.0;360000.0;7.0;3.0;1440000.0;2020;480000.0;;False;2020;2020-01-01;3;103091;Malls;Multiplan;
07.816.890/0001-53;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Conselho de Administração;2018;720000.0;416666.67;210000.0;7.0;2.58;1075000.0;2021;416666.6666666666;;False;2021;2021-01-01;8;114661;Malls;Multiplan;
07.816.890/0001-53;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Conselho de Administração;2019;600000.0;450000.0;300000.0;7.0;2.0;900000.0;2022;450000.0;;False;2022;2022-01-01;6;126119;Malls;Multiplan;
07.816.890/0001-53;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Conselho de Administração;2020;500000.0;400000.0;100000.0;7.0;2.0;800000.0;2023;400000.0;;False;2023;2023-12-31;7;137757;Malls;Multiplan;
07.816.890/0001-53;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Conselho de Administração;2021;600000.0;450000.0;300000.0;7.0;2.0;900000.0;2024;450000.0;;False;2024;2024-12-31;12;148264;Malls;Multiplan;
07.816.890/0001-53;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Conselho de Administração;2022;640000.0;480000.0;320000.0;7.0;2.0;960000.0;2025;480000.0;;False;2025;2025-12-31;9;158030;Malls;Multiplan;
07.816.890/0001-53;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Conselho de Administração;2023;6398919.65;2336643.8;72000.0;7.0;3.17;7407160.86;2026;2336643.804416404;;False;2026;2026-12-31;2;159620;Malls;Multiplan;
07.816.890/0001-53;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Conselho de Administração;2024;4205846.9;1321461.72;120000.0;6.83;4.0;5285846.9;2026;1321461.725;;False;2026;2026-12-31;2;159620;Malls;Multiplan;
07.816.890/0001-53;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Conselho de Administração;2025;2370102.0;865284.63;360000.0;6.75;4.75;4110102.0;2026;865284.6315789474;;False;2026;2026-12-31;2;159620;Malls;Multiplan;
07.816.890/0001-53;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Conselho Fiscal;2018;190400.0;237666.67;189600.0;2.0;2.0;475333.34;2021;237666.67;media fora do intervalo min-max;False;2021;2021-01-01;8;114661;Malls;Multiplan;
07.816.890/0001-53;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Conselho Fiscal;2019;240000.0;240000.0;240000.0;3.0;3.0;720000.0;2022;240000.0;;False;2022;2022-01-01;6;126119;Malls;Multiplan;
07.816.890/0001-53;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Conselho Fiscal;2020;200000.0;200000.0;200000.0;3.0;3.0;600000.0;2023;200000.0;;False;2023;2023-12-31;7;137757;Malls;Multiplan;
07.816.890/0001-53;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Conselho Fiscal;2021;240000.0;240000.0;240000.0;3.0;3.0;720000.0;2024;240000.0;;False;2024;2024-12-31;12;148264;Malls;Multiplan;
07.816.890/0001-53;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Conselho Fiscal;2022;80000.0;80000.0;80000.0;1.0;1.0;240000.0;2025;240000.0;media != total/n_remunerados;False;2025;2025-12-31;9;158030;Malls;Multiplan;
07.816.890/0001-53;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Conselho Fiscal;2023;109632.15;164448.23;109632.15;2.0;2.0;328896.45;2026;164448.225;media fora do intervalo min-max;False;2026;2026-12-31;2;159620;Malls;Multiplan;
07.816.890/0001-53;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Conselho Fiscal;2024;194881.2;194881.2;129920.8;3.67;3.67;714564.4;2026;194704.19618528613;;False;2026;2026-12-31;2;159620;Malls;Multiplan;
07.816.890/0001-53;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Conselho Fiscal;2025;199669.1;199669.1;199669.1;4.0;4.0;798676.4;2026;199669.1;;False;2026;2026-12-31;2;159620;Malls;Multiplan;
71.673.990/0001-77;NATURA COSMÉTICOS S.A.;Diretoria Estatutária;2009;3056900.0;1997200.0;789600.0;4.0;0.0;9633492.0;2012;;;False;2012;2012-01-01;8;26480;Consumo;Natura;
71.673.990/0001-77;NATURA COSMÉTICOS S.A.;Diretoria Estatutária;2010;3962500.0;2271100.0;876700.0;4.0;0.0;12122800.0;2013;;;False;2013;2013-01-01;7;37154;Consumo;Natura;
71.673.990/0001-77;NATURA COSMÉTICOS S.A.;Diretoria Estatutária;2011;3998750.0;2346350.0;894950.0;4.0;0.0;9385300.0;2014;;;False;2014;2014-01-01;20;46595;Consumo;Natura;
71.673.990/0001-77;NATURA COSMÉTICOS S.A.;Diretoria Estatutária;2012;6092300.0;3801700.0;1654900.0;4.0;0.0;15206700.0;2015;;;False;2015;2015-01-01;11;55323;Consumo;Natura;
